,index,entity_id,event_type,event,time,pathway,run_number,timestamp,resource_id,rank,snapshot_time
613,73,26,queue,wait_here,47.634690344791494,,,,,16.0,59
614,75,27,queue,wait_here,48.11055025338753,,,,,17.0,59
615,77,28,queue,wait_here,49.03272692590247,,,,,18.0,59
616,79,29,queue,wait_here,50.3158404002835,,,,,19.0,59
617,81,30,queue,wait_here,51.00350712315908,,,,,20.0,59
618,86,31,queue,wait_here,51.647329564971706,,,,,21.0,59
619,88,32,queue,wait_here,52.241223982829304,,,,,22.0,59
620,93,33,queue,wait_here,54.90862883289307,,,,,23.0,59
621,95,34,queue,wait_here,57.076794688823455,,,,,24.0,59
622,97,35,queue,wait_here,57.22285138478433,,,,,25.0,59
623,91,10,resource_use,start_treatment,54.13809385081101,,,,1.0,1.0,60
624,34,11,queue,wait_here,29.260310326180576,,,,,1.0,60
625,36,12,queue,wait_here,29.56785683383303,,,,,2.0,60
626,38,13,queue,wait_here,29.751011368613412,,,,,3.0,60
627,40,14,queue,wait_here,30.381369772878198,,,,,4.0,60
628,42,15,queue,wait_here,32.183768323618516,,,,,5.0,60
629,47,16,queue,wait_here,33.009738983095495,,,,,6.0,60
630,49,17,queue,wait_here,33.45689172752014,,,,,7.0,60
631,51,18,queue,wait_here,37.13283225580906,,,,,8.0,60
632,53,19,queue,wait_here,39.58700398223758,,,,,9.0,60
633,58,20,queue,wait_here,40.89859629016358,,,,,10.0,60
634,60,21,queue,wait_here,41.80523566876011,,,,,11.0,60
635,62,22,queue,wait_here,41.95938996287142,,,,,12.0,60
636,64,23,queue,wait_here,42.318654471620526,,,,,13.0,60
637,69,24,queue,wait_here,43.68929537482903,,,,,14.0,60
638,71,25,queue,wait_here,46.21770908995924,,,,,15.0,60
639,73,26,queue,wait_here,47.634690344791494,,,,,16.0,60
640,75,27,queue,wait_here,48.11055025338753,,,,,17.0,60
641,77,28,queue,wait_here,49.03272692590247,,,,,18.0,60
642,79,29,queue,wait_here,50.3158404002835,,,,,19.0,60
643,81,30,queue,wait_here,51.00350712315908,,,,,20.0,60
644,86,31,queue,wait_here,51.647329564971706,,,,,21.0,60
645,88,32,queue,wait_here,52.241223982829304,,,,,22.0,60
646,93,33,queue,wait_here,54.90862883289307,,,,,23.0,60
647,95,34,queue,wait_here,57.076794688823455,,,,,24.0,60
648,97,35,queue,wait_here,57.22285138478433,,,,,25.0,60
649,99,36,queue,wait_here,59.490986388229835,,,,,26.0,60
